tid	target_chembl_id	pref_name	tax_id	organism	target_type	uniprot	gene_symbol	prot_fam
100969	CHEMBL5388	Serine/threonine-protein kinase tousled-like 1	9606	Homo sapiens	SINGLE PROTEIN	Q9UKI8	TLK1	kinase
100970	CHEMBL5389	Targeting protein for Xklp2	9606	Homo sapiens	SINGLE PROTEIN	Q9ULW0	TPX2	other
100971	CHEMBL5390	Suppressor of fused homolog	9606	Homo sapiens	SINGLE PROTEIN	Q9UMX1	SUFU	other
100972	CHEMBL5391	DNA polymerase iota	9606	Homo sapiens	SINGLE PROTEIN	Q9UNA4	POLI	other
100974	CHEMBL5393	ATP-binding cassette sub-family G member 2	9606	Homo sapiens	SINGLE PROTEIN	Q9UNQ0	ABCG2	other
100975	CHEMBL5415	Serine/threonine-protein kinase SRPK3	9606	Homo sapiens	SINGLE PROTEIN	Q9UPE1	SRPK3	kinase
100976	CHEMBL5416	PITSLRE serine/threonine-protein kinase CDC2L2	9606	Homo sapiens	SINGLE PROTEIN	Q9UQ88	CDK11A	kinase
100981	CHEMBL5421	Fatty acid-binding protein, liver	9606	Homo sapiens	SINGLE PROTEIN	P07148	FABP1	other
100982	CHEMBL5422	Protein disulfide-isomerase	9606	Homo sapiens	SINGLE PROTEIN	P07237	P4HB	other
100985	CHEMBL5425	Ribonuclease pancreatic	9606	Homo sapiens	SINGLE PROTEIN	P07998	RNASE1	other
100986	CHEMBL5460	Heat shock 70 kDa protein 1	9606	Homo sapiens	SINGLE PROTEIN	P0DMV8	HSPA1A	other
100987	CHEMBL5461	Zinc finger protein GLI1	9606	Homo sapiens	SINGLE PROTEIN	P08151	GLI1	other
100988	CHEMBL5462	Baculoviral IAP repeat-containing protein 2	9606	Homo sapiens	SINGLE PROTEIN	Q13490	BIRC2	other
100989	CHEMBL5463	Acid ceramidase	9606	Homo sapiens	SINGLE PROTEIN	Q13510	ASAH1	other
100990	CHEMBL5464	Receptor-interacting serine/threonine-protein kinase 1	9606	Homo sapiens	SINGLE PROTEIN	Q13546	RIPK1	kinase
100991	CHEMBL5465	Polycystin-2	9606	Homo sapiens	SINGLE PROTEIN	Q13563	PKD2	ion channel
100992	CHEMBL5466	Activin receptor type-2B	9606	Homo sapiens	SINGLE PROTEIN	Q13705	ACVR2B	kinase
100993	CHEMBL5467	Bone morphogenetic protein receptor type-2	9606	Homo sapiens	SINGLE PROTEIN	Q13873	BMPR2	kinase
100994	CHEMBL5468	Ras-specific guanine nucleotide-releasing factor 1	9606	Homo sapiens	SINGLE PROTEIN	Q13972	RASGRF1	other
100995	CHEMBL5469	Protein tyrosine kinase 2 beta	9606	Homo sapiens	SINGLE PROTEIN	Q14289	PTK2B	kinase
100996	CHEMBL5470	Kinesin-like protein KIF22	9606	Homo sapiens	SINGLE PROTEIN	Q14807	KIF22	other
100997	CHEMBL5503	Nuclear receptor subfamily 1 group I member 3	9606	Homo sapiens	SINGLE PROTEIN	Q14994	NR1I3	nuclear_receptor
100998	CHEMBL5504	Galanin receptor 1	10116	Rattus norvegicus	SINGLE PROTEIN	Q62805	GALR1	other
100999	CHEMBL5505	Calcium-activated potassium channel subunit alpha-1	10116	Rattus norvegicus	SINGLE PROTEIN	Q62976	KCNMA1	ion channel
101002	CHEMBL5508	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	10116	Rattus norvegicus	SINGLE PROTEIN	Q63470	DYRK1A	kinase
101004	CHEMBL5510	Mitogen-activated protein kinase 3	10090	Mus musculus	SINGLE PROTEIN	Q63844	MAPK3	kinase
101005	CHEMBL5511	Dual specificity protein phosphatase 6	10116	Rattus norvegicus	SINGLE PROTEIN	Q64346	DUSP6	other
101006	CHEMBL5512	Tripeptidyl-peptidase 2	10090	Mus musculus	SINGLE PROTEIN	Q64514	TPP2	other
101008	CHEMBL5537	Group IID secretory phospholipase A2	10090	Mus musculus	SINGLE PROTEIN	Q9WVF6	PLA2G2D	other
101009	CHEMBL5538	Histone-arginine methyltransferase CARM1	10090	Mus musculus	SINGLE PROTEIN	Q9WVG6	CARM1	other
101013	CHEMBL5542	DNA polymerase eta	9606	Homo sapiens	SINGLE PROTEIN	Q9Y253	POLH	other
101014	CHEMBL5543	Dual specificity tyrosine-phosphorylation-regulated kinase 1B	9606	Homo sapiens	SINGLE PROTEIN	Q9Y463	DYRK1B	kinase
101015	CHEMBL5544	Kinesin-like protein KIF3A	9606	Homo sapiens	SINGLE PROTEIN	Q9Y496	KIF3A	other
101016	CHEMBL5545	Sn1-specific diacylglycerol lipase alpha	9606	Homo sapiens	SINGLE PROTEIN	Q9Y4D2	DAGLA	other
101019	CHEMBL5568	Proto-oncogene tyrosine-protein kinase ROS	9606	Homo sapiens	SINGLE PROTEIN	P08922	ROS1	kinase
101021	CHEMBL5570	Macrophage colony-stimulating factor 1 receptor	10090	Mus musculus	SINGLE PROTEIN	P09581	CSF1R	kinase
101022	CHEMBL5571	Gastric inhibitory polypeptide	9606	Homo sapiens	SINGLE PROTEIN	P09681	GIP	other
101024	CHEMBL5573	Intestinal alkaline phosphatase	9606	Homo sapiens	SINGLE PROTEIN	P09923	ALPI	other
101025	CHEMBL5574	PCNA-associated factor	9606	Homo sapiens	SINGLE PROTEIN	Q15004	PCLAF	other
101026	CHEMBL5575	Lysyl-tRNA synthetase	9606	Homo sapiens	SINGLE PROTEIN	Q15046	KARS	other
101027	CHEMBL5576	Kinesin-like protein KIF14	9606	Homo sapiens	SINGLE PROTEIN	Q15058	KIF14	other
101028	CHEMBL5602	Sonic hedgehog protein	9606	Homo sapiens	SINGLE PROTEIN	Q15465	SHH	other
101029	CHEMBL5603	Nuclear receptor subfamily 0 group B member 2	9606	Homo sapiens	SINGLE PROTEIN	Q15466	NR0B2	nuclear_receptor
101030	CHEMBL5604	Dual specificity testis-specific protein kinase 1	9606	Homo sapiens	SINGLE PROTEIN	Q15569	TESK1	kinase
101031	CHEMBL5605	Mitogen-activated protein kinase kinase kinase 7-interacting protein 1	9606	Homo sapiens	SINGLE PROTEIN	Q15750	TAB1	other
101032	CHEMBL5606	Serine/threonine-protein kinase 11	9606	Homo sapiens	SINGLE PROTEIN	Q15831	STK11	kinase
101033	CHEMBL5607	Rhodopsin kinase	9606	Homo sapiens	SINGLE PROTEIN	Q15835	GRK1	kinase
101034	CHEMBL5608	NT-3 growth factor receptor	9606	Homo sapiens	SINGLE PROTEIN	Q16288	NTRK3	kinase
101035	CHEMBL5609	Bcl-2 homologous antagonist/killer	9606	Homo sapiens	SINGLE PROTEIN	Q16611	BAK1	other
101036	CHEMBL5610	Prostasin	9606	Homo sapiens	SINGLE PROTEIN	Q16651	PRSS8	other
101037	CHEMBL5611	NAD(P)H dehydrogenase [quinone] 1	10090	Mus musculus	SINGLE PROTEIN	Q64669	NQO1	other
101039	CHEMBL5613	Paxillin	10116	Rattus norvegicus	SINGLE PROTEIN	Q66H76	PXN	other
101040	CHEMBL5614	Non-lysosomal glucosylceramidase	10090	Mus musculus	SINGLE PROTEIN	Q69ZF3	GBA2	other
101041	CHEMBL5615	Serine/threonine-protein kinase MRCK gamma	9606	Homo sapiens	SINGLE PROTEIN	Q6DT37	CDC42BPG	kinase
101045	CHEMBL5044	Serine/threonine-protein kinase Nek5	9606	Homo sapiens	SINGLE PROTEIN	Q6P3R8	NEK5	kinase
101047	CHEMBL5046	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	9606	Homo sapiens	SINGLE PROTEIN	Q6PFW1	PPIP5K1	other
101048	CHEMBL5047	Serine/threonine-protein kinase ULK3	9606	Homo sapiens	SINGLE PROTEIN	Q6PHR2	ULK3	kinase
101049	CHEMBL5048	Neutral cholesterol ester hydrolase 1	9606	Homo sapiens	SINGLE PROTEIN	Q6PIU2	NCEH1	other
101050	CHEMBL5049	Ectonucleoside triphosphate diphosphohydrolase 2	9606	Homo sapiens	SINGLE PROTEIN	Q9Y5L3	ENTPD2	other
101051	CHEMBL5050	Matrix metalloproteinase-24	9606	Homo sapiens	SINGLE PROTEIN	Q9Y5R2	MMP24	other
101052	CHEMBL5051	Transient receptor potential cation channel subfamily V member 2	9606	Homo sapiens	SINGLE PROTEIN	Q9Y5S1	TRPV2	ion channel
101053	CHEMBL5052	Serine/threonine-protein kinase MRCK beta	9606	Homo sapiens	SINGLE PROTEIN	Q9Y5S2	CDC42BPB	kinase
101054	CHEMBL5080	Endothelial lipase	9606	Homo sapiens	SINGLE PROTEIN	Q9Y5X9	LIPG	other
101055	CHEMBL5081	Interleukin-1 receptor-associated kinase 3	9606	Homo sapiens	SINGLE PROTEIN	Q9Y616	IRAK3	kinase
101056	CHEMBL5082	Serine/threonine-protein kinase 24	9606	Homo sapiens	SINGLE PROTEIN	Q9Y6E0	STK24	kinase
101057	CHEMBL5083	Poly [ADP-ribose] polymerase 3	9606	Homo sapiens	SINGLE PROTEIN	Q9Y6F1	PARP3	other
101058	CHEMBL5084	Casein kinase I isoform gamma-3	9606	Homo sapiens	SINGLE PROTEIN	Q9Y6M4	CSNK1G3	kinase
101061	CHEMBL5087	Fatty acid desaturase 2	10090	Mus musculus	SINGLE PROTEIN	Q9Z0R9	FADS2	other
101069	CHEMBL5095	Wee1-like protein kinase 2	9606	Homo sapiens	SINGLE PROTEIN	P0C1S8	WEE2	kinase
101073	CHEMBL5116	Putative uncharacterized serine/threonine-protein kinase SgK110	9606	Homo sapiens	SINGLE PROTEIN	P0C264	SBK3	kinase
101076	CHEMBL5119	Zinc finger protein GLI2	9606	Homo sapiens	SINGLE PROTEIN	P10070	GLI2	other
101077	CHEMBL5120	Non-secretory ribonuclease	9606	Homo sapiens	SINGLE PROTEIN	P10153	RNASE2	other
101078	CHEMBL5121	Mitogen-activated protein kinase 6	9606	Homo sapiens	SINGLE PROTEIN	Q16659	MAPK6	kinase
101079	CHEMBL5122	Discoidin domain-containing receptor 2	9606	Homo sapiens	SINGLE PROTEIN	Q16832	DDR2	kinase
101091	CHEMBL5156	Neutrophil elastase	10090	Mus musculus	SINGLE PROTEIN	Q3UP87	ELANE	other
101093	CHEMBL5158	Sodium channel protein type X alpha subunit	10090	Mus musculus	SINGLE PROTEIN	Q6QIY3	SCN10A	ion channel
101096	CHEMBL5161	Niemann-Pick C1-like protein 1	10116	Rattus norvegicus	SINGLE PROTEIN	Q6T3U3	NPC1L1	other
101097	CHEMBL5162	Neuropeptide S receptor	9606	Homo sapiens	SINGLE PROTEIN	Q6W5P4	NPSR1	other
101098	CHEMBL5180	Sn1-specific diacylglycerol lipase alpha	10090	Mus musculus	SINGLE PROTEIN	Q6WQJ1	DAGLA	other
101101	CHEMBL5183	P2X purinoceptor 7	10090	Mus musculus	SINGLE PROTEIN	Q9Z1M0	P2RX7	ion channel
101102	CHEMBL5184	Protein BAT5	10090	Mus musculus	SINGLE PROTEIN	Q9Z1Q2	ABHD16A	other
101105	CHEMBL5187	Cathepsin B	10090	Mus musculus	SINGLE PROTEIN	P10605	CTSB	other
101108	CHEMBL5190	Voltage-gated potassium channel subunit Kv1.1	10116	Rattus norvegicus	SINGLE PROTEIN	P10499	KCNA1	ion channel
101109	CHEMBL5191	T-cell-specific surface glycoprotein CD28	9606	Homo sapiens	SINGLE PROTEIN	P10747	CD28	other
101112	CHEMBL5214	Solute carrier family 2, facilitated glucose transporter member 1	10116	Rattus norvegicus	SINGLE PROTEIN	P11167	SLC2A1	other
101114	CHEMBL5216	Uridine 5'-monophosphate synthase	9606	Homo sapiens	SINGLE PROTEIN	P11172	UMPS	other
101119	CHEMBL5221	Nischarin	10116	Rattus norvegicus	SINGLE PROTEIN	Q4G017	NISCH	other
101130	CHEMBL5260	Serine/threonine-protein kinase TNNI3K	9606	Homo sapiens	SINGLE PROTEIN	Q59H18	TNNI3K	kinase
101131	CHEMBL5261	Serine/threonine-protein kinase TAO1	9606	Homo sapiens	SINGLE PROTEIN	Q7L7X3	TAOK1	kinase
101132	CHEMBL5262	Glucose-dependent insulinotropic receptor	10116	Rattus norvegicus	SINGLE PROTEIN	Q7TQN8	GPR119	other
101132	CHEMBL5262	Glucose-dependent insulinotropic receptor	10116	Rattus norvegicus	SINGLE PROTEIN	Q7TQN8	GPR119	gpcr
101133	CHEMBL5263	Glucose-dependent insulinotropic receptor	10090	Mus musculus	SINGLE PROTEIN	Q7TQP3	GPR119	other
101133	CHEMBL5263	Glucose-dependent insulinotropic receptor	10090	Mus musculus	SINGLE PROTEIN	Q7TQP3	GPR119	gpcr
101136	CHEMBL5266	G protein-regulated inducer of neurite outgrowth 1	9606	Homo sapiens	SINGLE PROTEIN	Q7Z2K8	GPRIN1	other
101137	CHEMBL5267	ADM2	9606	Homo sapiens	SINGLE PROTEIN	Q7Z4H4	ADM2	other
101158	CHEMBL5346	Tyrosinase	10090	Mus musculus	SINGLE PROTEIN	P11344	TYR	other
101159	CHEMBL5347	Glucose-6-phosphate 1-dehydrogenase	9606	Homo sapiens	SINGLE PROTEIN	P11413	G6PD	other
101161	CHEMBL5349	High affinity immunoglobulin gamma Fc receptor I	9606	Homo sapiens	SINGLE PROTEIN	P12314	FCGR1A	other
101162	CHEMBL5350	Bone morphogenetic protein 4	9606	Homo sapiens	SINGLE PROTEIN	P12644	BMP4	other
101173	CHEMBL5398	Hepatocyte nuclear factor 4-alpha	9606	Homo sapiens	SINGLE PROTEIN	P41235	HNF4A	other
101174	CHEMBL5399	Pituitary adenylate cyclase-activating polypeptide type I receptor	9606	Homo sapiens	SINGLE PROTEIN	P41586	ADCYAP1R1	other
101176	CHEMBL5401	Signal transducer and activator of transcription 6	9606	Homo sapiens	SINGLE PROTEIN	P42226	STAT6	other
101177	CHEMBL5402	Signal transducer and activator of transcription 3	10090	Mus musculus	SINGLE PROTEIN	P42227	STAT3	other
101178	CHEMBL5403	Signal transducer and activator of transcription 5A	9606	Homo sapiens	SINGLE PROTEIN	P42229	STAT5A	other
101179	CHEMBL5404	Serine/threonine-protein kinase tousled-like 2	9606	Homo sapiens	SINGLE PROTEIN	Q86UE8	TLK2	kinase
101180	CHEMBL5405	Serine/threonine-protein kinase 32C	9606	Homo sapiens	SINGLE PROTEIN	Q86UX6	STK32C	kinase
101181	CHEMBL5406	Histone-arginine methyltransferase CARM1	9606	Homo sapiens	SINGLE PROTEIN	Q86X55	CARM1	other
101182	CHEMBL5426	Myosin light chain kinase family member 4	9606	Homo sapiens	SINGLE PROTEIN	Q86YV6	MYLK4	kinase
101183	CHEMBL5427	Homeodomain-interacting protein kinase 1	9606	Homo sapiens	SINGLE PROTEIN	Q86Z02	HIPK1	kinase
101184	CHEMBL5428	Neutral cholesterol ester hydrolase 1	10090	Mus musculus	SINGLE PROTEIN	Q8BLF1	NCEH1	other
101185	CHEMBL5429	Ribosomal protein S6 kinase beta-1	10090	Mus musculus	SINGLE PROTEIN	Q8BSK8	RPS6KB1	kinase
101185	CHEMBL5429	Ribosomal protein S6 kinase beta-1	10090	Mus musculus	SINGLE PROTEIN	Q8BSK8		kinase
101188	CHEMBL5432	Mitogen-activated protein kinase kinase kinase kinase 3	9606	Homo sapiens	SINGLE PROTEIN	Q8IVH8	MAP4K3	kinase
101189	CHEMBL5433	Tryptophan 5-hydroxylase 2	9606	Homo sapiens	SINGLE PROTEIN	Q8IWU9	TPH2	other
101191	CHEMBL5435	Serine/threonine-protein kinase ULK2	9606	Homo sapiens	SINGLE PROTEIN	Q8IYT8	ULK2	kinase
101203	CHEMBL5475	Galectin-8	9606	Homo sapiens	SINGLE PROTEIN	O00214	LGALS8	other
101204	CHEMBL5476	Bone morphogenetic protein receptor type-1B	9606	Homo sapiens	SINGLE PROTEIN	O00238	BMPR1B	kinase
101205	CHEMBL5477	Proteinase-activated receptor 3	9606	Homo sapiens	SINGLE PROTEIN	O00254	F2RL2	other
101207	CHEMBL5479	Hepatocyte growth factor	9606	Homo sapiens	SINGLE PROTEIN	P14210	HGF	other
101208	CHEMBL5480	Perforin-1	9606	Homo sapiens	SINGLE PROTEIN	P14222	PRF1	ion channel
101211	CHEMBL5483	Insulin receptor-related protein	9606	Homo sapiens	SINGLE PROTEIN	P14616	INSRR	kinase
101213	CHEMBL5485	D-amino-acid oxidase	9606	Homo sapiens	SINGLE PROTEIN	P14920	DAO	other
101215	CHEMBL5513	Signal transducer and activator of transcription 5A	10090	Mus musculus	SINGLE PROTEIN	P42230	STAT5A	other
101216	CHEMBL5514	Huntingtin	9606	Homo sapiens	SINGLE PROTEIN	P42858	HTT	other
101218	CHEMBL5516	Monoacylglycerol lipase ABHD12	9606	Homo sapiens	SINGLE PROTEIN	Q8N2K0	ABHD12	other
101219	CHEMBL5517	Secreted frizzled-related protein 1	9606	Homo sapiens	SINGLE PROTEIN	Q8N474	SFRP1	other
101220	CHEMBL5518	Misshapen-like kinase 1	9606	Homo sapiens	SINGLE PROTEIN	Q8N4C8	MINK1	kinase
101221	CHEMBL5519	Serine/threonine-protein kinase DCLK2	9606	Homo sapiens	SINGLE PROTEIN	Q8N568	DCLK2	kinase
101223	CHEMBL5521	Sn1-specific diacylglycerol lipase beta	9606	Homo sapiens	SINGLE PROTEIN	Q8NCG7	DAGLB	other
101224	CHEMBL5522	Transient receptor potential cation channel subfamily V member 3	9606	Homo sapiens	SINGLE PROTEIN	Q8NET8	TRPV3	ion channel
101225	CHEMBL5546	Myosin IIIA	9606	Homo sapiens	SINGLE PROTEIN	Q8NEV4	MYO3A	kinase
101226	CHEMBL5547	Ankyrin repeat and protein kinase domain-containing protein 1	9606	Homo sapiens	SINGLE PROTEIN	Q8NFD2	ANKK1	kinase
101227	CHEMBL5548	Prokineticin receptor 2	9606	Homo sapiens	SINGLE PROTEIN	Q8NFJ6	PROKR2	other
101228	CHEMBL5549	Tubulin--tyrosine ligase	9606	Homo sapiens	SINGLE PROTEIN	Q8NG68	TTL	other
101229	CHEMBL5550	Chaperone activity of bc1 complex-like, mitochondrial	9606	Homo sapiens	SINGLE PROTEIN	Q8NI60	COQ8A	other
101230	CHEMBL5551	Sodium/nucleoside cotransporter 1	9606	Homo sapiens	SINGLE PROTEIN	O00337	SLC28A1	other
101231	CHEMBL5552	Serine/threonine-protein kinase 25	9606	Homo sapiens	SINGLE PROTEIN	O00506	STK25	kinase
101232	CHEMBL5553	ATP-dependent RNA helicase DDX3X	9606	Homo sapiens	SINGLE PROTEIN	O00571	DDX3X	other
101233	CHEMBL5554	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide	9606	Homo sapiens	SINGLE PROTEIN	O00750	PIK3C2B	other
101234	CHEMBL5555	Acyl-CoA desaturase	9606	Homo sapiens	SINGLE PROTEIN	O00767	SCD	other
101235	CHEMBL5556	C-X-C chemokine receptor type 4	10116	Rattus norvegicus	SINGLE PROTEIN	O08565	CXCR4	other
101237	CHEMBL5577	Galanin receptor 2	10116	Rattus norvegicus	SINGLE PROTEIN	O08726	GALR2	other
101238	CHEMBL5578	Cyclin-dependent kinase 2-associated protein 1	9606	Homo sapiens	SINGLE PROTEIN	O14519	CDK2AP1	other
101239	CHEMBL5579	Citron Rho-interacting kinase	9606	Homo sapiens	SINGLE PROTEIN	O14578	CIT	kinase
101240	CHEMBL5580	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	9606	Homo sapiens	SINGLE PROTEIN	O14638	ENPP3	other
101241	CHEMBL5581	Ras-related C3 botulinum toxin substrate 2	9606	Homo sapiens	SINGLE PROTEIN	P15153	RAC2	other
101246	CHEMBL5586	Carbonyl reductase [NADPH] 1	9606	Homo sapiens	SINGLE PROTEIN	P16152	CBR1	other
101247	CHEMBL5587	Cyclic AMP-responsive element-binding protein 1	9606	Homo sapiens	SINGLE PROTEIN	P16220	CREB1	other
101248	CHEMBL5588	Prolactin receptor	9606	Homo sapiens	SINGLE PROTEIN	P16471	PRLR	other
101250	CHEMBL4998	Integrin alpha-2	9606	Homo sapiens	SINGLE PROTEIN	P17301	ITGA2	other
101252	CHEMBL5000	Prostanoid FP receptor	10090	Mus musculus	SINGLE PROTEIN	P43117	PTGFR	other
101253	CHEMBL5001	Gastric inhibitory polypeptide receptor	10116	Rattus norvegicus	SINGLE PROTEIN	P43219	GIPR	other
101254	CHEMBL5002	Nuclear receptor subfamily 4 group A member 2	9606	Homo sapiens	SINGLE PROTEIN	P43354	NR4A2	nuclear_receptor
101257	CHEMBL5005	Proto-oncogene C-crk	9606	Homo sapiens	SINGLE PROTEIN	P46108	CRK	other
101258	CHEMBL5006	G-protein coupled receptor 12	9606	Homo sapiens	SINGLE PROTEIN	P47775	GPR12	other
101259	CHEMBL5007	Zinc finger protein GLI1	10090	Mus musculus	SINGLE PROTEIN	P47806	GLI1	other
101260	CHEMBL5008	Galectin-7	9606	Homo sapiens	SINGLE PROTEIN	P47929	LGALS7B	other
101260	CHEMBL5008	Galectin-7	9606	Homo sapiens	SINGLE PROTEIN	P47929	LGALS7	other
101261	CHEMBL5009	Sphingosine-1-phosphate lyase 1	10090	Mus musculus	SINGLE PROTEIN	Q8R0X7	SGPL1	other
101262	CHEMBL5010	Monoacylglycerol lipase ABHD6	10090	Mus musculus	SINGLE PROTEIN	Q8R2Y0	ABHD6	other
101263	CHEMBL5011	Transient receptor potential cation channel subfamily M member 8	10116	Rattus norvegicus	SINGLE PROTEIN	Q8R455	TRPM8	ion channel
101269	CHEMBL5650	BR serine/threonine-protein kinase 1	9606	Homo sapiens	SINGLE PROTEIN	Q8TDC3	BRSK1	kinase
101270	CHEMBL5651	Serine/threonine-protein kinase 35	9606	Homo sapiens	SINGLE PROTEIN	Q8TDR2	STK35	kinase
101271	CHEMBL5652	Glucose-dependent insulinotropic receptor	9606	Homo sapiens	SINGLE PROTEIN	Q8TDV5	GPR119	other
101271	CHEMBL5652	Glucose-dependent insulinotropic receptor	9606	Homo sapiens	SINGLE PROTEIN	Q8TDV5	GPR119	gpcr
101272	CHEMBL5653	Solute carrier family 22 member 6	10090	Mus musculus	SINGLE PROTEIN	Q8VC69	SLC22A6	other
101273	CHEMBL5654	Myosin-IIIB	9606	Homo sapiens	SINGLE PROTEIN	Q8WXR4	MYO3B	kinase
101275	CHEMBL5656	Sn1-specific diacylglycerol lipase beta	10090	Mus musculus	SINGLE PROTEIN	Q91WC9	DAGLB	other
101276	CHEMBL5657	Histamine H4 receptor	10090	Mus musculus	SINGLE PROTEIN	Q91ZY2	HRH4	other
101277	CHEMBL5658	Prostaglandin E synthase	9606	Homo sapiens	SINGLE PROTEIN	O14684	PTGES	other
101278	CHEMBL5659	Serine/threonine-protein kinase RIO3	9606	Homo sapiens	SINGLE PROTEIN	O14730	RIOK3	kinase
101279	CHEMBL5660	Kinetochore protein NDC80 homolog	9606	Homo sapiens	SINGLE PROTEIN	O14777	NDC80	other
101280	CHEMBL5661	Exportin-1	9606	Homo sapiens	SINGLE PROTEIN	O14980	XPO1	other
101281	CHEMBL5683	Serine/threonine-protein kinase DCLK1	9606	Homo sapiens	SINGLE PROTEIN	O15075	DCLK1	kinase
101282	CHEMBL5684	Muscle, skeletal receptor tyrosine protein kinase	9606	Homo sapiens	SINGLE PROTEIN	O15146	MUSK	kinase
101283	CHEMBL5685	Solute carrier family 22 member 1	9606	Homo sapiens	SINGLE PROTEIN	O15245	SLC22A1	other
101287	CHEMBL5689	Tryptophan 5-hydroxylase 1	9606	Homo sapiens	SINGLE PROTEIN	P17752	TPH1	other
101290	CHEMBL5692	Pituitary adenylate cyclase-activating polypeptide	9606	Homo sapiens	SINGLE PROTEIN	P18509	ADCYAP1	other
101292	CHEMBL5694	DNA ligase 1	9606	Homo sapiens	SINGLE PROTEIN	P18858	LIG1	other
101294	CHEMBL5696	Gamma-glutamyltranspeptidase 1	9606	Homo sapiens	SINGLE PROTEIN	P19440	GGT1	other
101295	CHEMBL5714	Tumor necrosis factor ligand superfamily member 6	9606	Homo sapiens	SINGLE PROTEIN	P48023	FASLG	other
101296	CHEMBL5715	Paxillin	9606	Homo sapiens	SINGLE PROTEIN	P49023	PXN	other
101297	CHEMBL5716	Nuclear receptor subfamily 2 group C member 2	9606	Homo sapiens	SINGLE PROTEIN	P49116	NR2C2	nuclear_receptor
101300	CHEMBL5719	Cell division protein kinase 8	9606	Homo sapiens	SINGLE PROTEIN	P49336	CDK8	kinase
101302	CHEMBL5721	GMP synthase [glutamine-hydrolyzing]	9606	Homo sapiens	SINGLE PROTEIN	P49915	GMPS	other
101303	CHEMBL5722	Ectonucleoside triphosphate diphosphohydrolase 1	9606	Homo sapiens	SINGLE PROTEIN	P49961	ENTPD1	other
101304	CHEMBL5723	Arylamine N-acetyltransferase 1	10090	Mus musculus	SINGLE PROTEIN	P50294	NAT1	other
101305	CHEMBL5724	Arylamine N-acetyltransferase 2	10090	Mus musculus	SINGLE PROTEIN	P50295	NAT1	other
101306	CHEMBL5725	Fatty acid desaturase 1	10090	Mus musculus	SINGLE PROTEIN	Q920L1	FADS1	other
101307	CHEMBL5726	Elongation of very long chain fatty acids protein 6	10090	Mus musculus	SINGLE PROTEIN	Q920L5	ELOVL6	other
101308	CHEMBL5727	Fatty acid desaturase 1	10116	Rattus norvegicus	SINGLE PROTEIN	Q920R3	FADS1	other
101309	CHEMBL5728	Cyclin-dependent kinase-like 2	9606	Homo sapiens	SINGLE PROTEIN	Q92772	CDKL2	kinase
101310	CHEMBL5747	CREB-binding protein	9606	Homo sapiens	SINGLE PROTEIN	Q92793	CREBBP	other
101311	CHEMBL5748	Canalicular multispecific organic anion transporter 1	9606	Homo sapiens	SINGLE PROTEIN	Q92887	ABCC2	other
101312	CHEMBL5749	Mitogen-activated protein kinase kinase kinase kinase 1	9606	Homo sapiens	SINGLE PROTEIN	Q92918	MAP4K1	kinase
101313	CHEMBL5750	Histone acetyltransferase KAT5	9606	Homo sapiens	SINGLE PROTEIN	Q92993	KAT5	other
101316	CHEMBL5753	Uncharacterized aarF domain-containing protein kinase 4	9606	Homo sapiens	SINGLE PROTEIN	Q96D53	COQ8B	kinase
101317	CHEMBL5754	MAP/microtubule affinity-regulating kinase 4	9606	Homo sapiens	SINGLE PROTEIN	Q96L34	MARK4	kinase
101320	CHEMBL5757	Amiloride-sensitive cation channel 3	10116	Rattus norvegicus	SINGLE PROTEIN	O35240	ASIC3	other
101321	CHEMBL5773	Focal adhesion kinase 1	10116	Rattus norvegicus	SINGLE PROTEIN	O35346	PTK2	kinase
101322	CHEMBL5774	Monoglyceride lipase	10090	Mus musculus	SINGLE PROTEIN	O35678	MGLL	other
101323	CHEMBL5775	Elongation of very long chain fatty acids protein 3	10090	Mus musculus	SINGLE PROTEIN	O35949	ELOVL3	other
101324	CHEMBL5776	Mitogen-activated protein kinase kinase kinase 7	9606	Homo sapiens	SINGLE PROTEIN	O43318	MAP3K7	kinase
101325	CHEMBL5777	Bcl-2-like protein 11	9606	Homo sapiens	SINGLE PROTEIN	O43521	BCL2L11	other
101326	CHEMBL5778	Forkhead box protein O3	9606	Homo sapiens	SINGLE PROTEIN	O43524	FOXO3	other
101327	CHEMBL5779	Linker for activation of T-cells family member 1	9606	Homo sapiens	SINGLE PROTEIN	O43561	LAT	other
101328	CHEMBL5780	Sodium/nucleoside cotransporter 2	9606	Homo sapiens	SINGLE PROTEIN	O43868	SLC28A2	other
101332	CHEMBL5784	NUAK family SNF1-like kinase 1	9606	Homo sapiens	SINGLE PROTEIN	O60285	NUAK1	kinase
101333	CHEMBL5785	Interferon-induced, double-stranded RNA-activated protein kinase	9606	Homo sapiens	SINGLE PROTEIN	P19525	EIF2AK2	kinase
101336	CHEMBL5788	Cation-dependent mannose-6-phosphate receptor	9606	Homo sapiens	SINGLE PROTEIN	P20645	M6PR	other
101337	CHEMBL5807	Myelin-associated glycoprotein	9606	Homo sapiens	SINGLE PROTEIN	P20916	MAG	other
